Zip Code,Price,Status,Zestimate,Address,City,State,Bedrooms,Bathrooms,Size,Type,Year Built,Heating,Cooling,Parking,Lot Size,Price/sqft,URL
12304,"$108,683 ",Foreclosed,"$108,683 ",1568 Bradley St,Schenectady,NY,3 bd,2 ba,"1,398 sqft",Single Family,1910,Forced air,No Data,Detached Garage,"3,484 sqft",No Data,https://www.zillow.com/homedetails/1568-Bradley-St-Schenectady-NY-12304/32469236_zpid/
12304,"$410,900 ",New construction, ,6 Preserve Way,Colonie,NY,4 bd,3 ba,"2,195 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433933_zpid/
12304,"$124,000 ",For sale,"$119,150 ",1860 Becker St,Schenectady,NY,4 bd,2 ba,"1,280 sqft",Single Family,1920,Forced air,Central,1 space,"2,696 sqft",$97 ,https://www.zillow.com/homedetails/1860-Becker-St-Schenectady-NY-12304/32472518_zpid/
12304,"$35,000 ",For sale, ,1850 Albany St,Schenectady,NY,2 bd,2 ba,"1,200 sqft",Single Family,1900,Forced air,No Data,Detached Garage,"3,301 sqft",$29 ,https://www.zillow.com/homedetails/1850-Albany-St-Schenectady-NY-12304/32475223_zpid/
12304,"$55,000 ",For sale,"$48,230 ",134 Haigh Ave,Schenectady,NY,3 bd,1 ba,"1,443 sqft",Single Family,1920,Forced air,None,On street,"3,710 sqft",$38 ,https://www.zillow.com/homedetails/134-Haigh-Ave-Schenectady-NY-12304/32471325_zpid/
12304,"$114,397 ",Pre-foreclosure,"$114,397 ",28 Kellogg Ave,Schenectady,NY,1 bd,1 ba,624 sqft,Single Family,1958,Forced air,No Data,No Data,"5,662 sqft",,https://www.zillow.com/homedetails/28-Kellogg-Ave-Schenectady-NY-12304/29684345_zpid/
12304,"$79,900 ",For sale,"$73,999 ",334 Stanford Ave,Schenectady,NY,4 bd,2 ba,"1,100 sqft",Single Family,1956,Forced air,No Data,2 spaces,"5,601 sqft",$73 ,https://www.zillow.com/homedetails/334-Stanford-Ave-Schenectady-NY-12304/32493950_zpid/
12304,"$39,900 ",For sale, ,87 Willow Ave,Schenectady,NY,4 bd,3 ba,"1,862 sqft",Multi Family,1923,Forced air,No Data,1 space,$21 ,,https://www.zillow.com/homedetails/87-Willow-Ave-Schenectady-NY-12304/32472631_zpid/
12304,"$20,000 ",For sale, ,38 Willow Ave,Schenectady,NY,3 bd,1 ba,"1,427 sqft",Single Family,1908,Other,Wall,None,"3,105 sqft",$14 ,https://www.zillow.com/homedetails/38-Willow-Ave-Schenectady-NY-12304/32473444_zpid/
12304,"$305,000 ",For sale,"$297,042 ",Price cut: ,Schenectady,NY,3 bd,2 ba,"1,548 sqft",Single Family,2002,Forced air,Central,2 spaces,0.32 acres,$197 ,https://www.zillow.com/homedetails/3-Natalie-Ct-Schenectady-NY-12304/55468472_zpid/
12304,"$139,900 ",For sale,"$136,459 ",Price cut: ,Schenectady,NY,2 bd,2 ba,738 sqft,Single Family,1930,Forced air,No Data,Carport,"10,018 sqft",$190 ,https://www.zillow.com/homedetails/112-Fairfax-Ave-Schenectady-NY-12304/32494051_zpid/
12304,"$65,500 ",For sale, ,1422 Albany St,Schenectady,NY,3 bd,1 ba,"1,269 sqft",Single Family,1925,Forced air,None,1 space,"9,800 sqft",$52 ,https://www.zillow.com/homedetails/1422-Albany-St-Schenectady-NY-12304/32473283_zpid/
12304,"$75,000 ",For sale,"$66,801 ",234 Mcclellan St,Schenectady,NY,8 bd,3 ba,"2,266 sqft",Multi Family,1908,Other,None,No Data,$33 ,,https://www.zillow.com/homedetails/234-Mcclellan-St-Schenectady-NY-12304/32469205_zpid/
12304,"$159,000 ",For sale, ,2208 Central Ave,Schenectady,NY,2 bd,1 ba,"1,200 sqft",Single Family,1910,Baseboard,Central,No Data,"6,098 sqft",$132 ,https://www.zillow.com/homedetails/2208-Central-Ave-Schenectady-NY-12304/29684469_zpid/
12304,"$369,900 ",New construction,"$369,892 ",19 Morocco La,Schenectady,NY,3 bd,2 ba,"1,644 sqft",Single Family,No Data,Gas,Central,2 spaces,"9,147 sqft",$225 ,https://www.zillow.com/homedetails/19-Morocco-La-Schenectady-NY-12304/2083535241_zpid/
12304,"$211,403 ",Pre-foreclosure,"$211,403 ",437 Stanford Ave,Schenectady,NY,2 bd,1 ba,"1,960 sqft",Single Family,1950,Forced air,No Data,Attached Garage,0.26 acres,,https://www.zillow.com/homedetails/437-Stanford-Ave-Schenectady-NY-12304/32493977_zpid/
12304,"$429,900 ",New construction,"$418,993 ",24 Preserve Way,Schenectady,NY,4 bd,3 ba,"2,443 sqft",Single Family,2019,Gas,Central,2 spaces,0.25 acres,$176 ,https://www.zillow.com/homedetails/24-Preserve-Way-Schenectady-NY-12304/2082490866_zpid/
12304,"$459,900 ",New construction,"$451,303 ",17 Morocco La,Schenectady,NY,3 bd,2 ba,"2,283 sqft",Single Family,No Data,Gas,Central,2 spaces,0.33 acres,$201 ,https://www.zillow.com/homedetails/17-Morocco-La-Schenectady-NY-12304/2082490863_zpid/
12304,"$482,500 ",New construction,"$469,779 ",8 Lupe Way,Schenectady,NY,4 bd,3 ba,"2,740 sqft",Single Family,No Data,Gas,Central,2 spaces,0.29 acres,$176 ,https://www.zillow.com/homedetails/8-Lupe-Way-Schenectady-NY-12304/98579178_zpid/
12304,"$369,900 ",New construction,"$360,814 ",19 Morocco Ln,Colonie,NY,3 bd,2 ba,"1,644 sqft",Single Family,2019,Forced air,Central,2 spaces,"9,816 sqft",$225 ,https://www.zillow.com/homedetails/19-Morocco-Ln-Colonie-NY-12304/2082433991_zpid/
12304,"$114,700 ",Pre-foreclosure,"$114,700 ",102 Mcclellan St,Schenectady,NY,6 bd,2 ba,"2,782 sqft",Multiple Occupancy,1900,Other,No Data,Detached Garage,,,https://www.zillow.com/homedetails/102-Mcclellan-St-Schenectady-NY-12304/32470225_zpid/
12304,"$247,572 ",Pre-foreclosure,"$247,572 ",347 Consaul Rd,Schenectady,NY,4 bd,2.5 ba,"1,776 sqft",Single Family,1956,Other,No Data,Attached Garage,0.62 acres,,https://www.zillow.com/homedetails/347-Consaul-Rd-Schenectady-NY-12304/29684707_zpid/
12304,"$101,482 ",Pre-foreclosure,"$101,482 ",1913 Albany St,Schenectady,NY,3 bd,1 ba,"1,352 sqft",,,,,,,,https://www.zillow.com/homedetails/1913-Albany-St-Schenectady-NY-12304/32475303_zpid/
12304,"$149,900 ",For sale,"$145,234 ",3636 Jewett Pl,Schenectady,NY,2 bd,1 ba,700 sqft,Single Family,1951,Forced air,Wall,1 space,0.29 acres,$214 ,https://www.zillow.com/homedetails/3636-Jewett-Pl-Schenectady-NY-12304/32494018_zpid/
12304,"$129,000 ",For sale, ,339 Fillmore Ave,Schenectady,NY,3 bd,1 ba,"1,380 sqft",Single Family,1945,Forced air,No Data,No Data,"9,600 sqft",$93 ,https://www.zillow.com/homedetails/339-Fillmore-Ave-Schenectady-NY-12304/201952387_zpid/
12304,"$142,526 ",Pre-foreclosure,"$142,526 ",66 S Kellogg Ave,Schenectady,NY,2 bd,2 ba,936 sqft,Single Family,1930,Other,No Data,Carport,0.73 acres,,https://www.zillow.com/homedetails/66-S-Kellogg-Ave-Schenectady-NY-12304/29684287_zpid/
12304,"$87,557 ",Pre-foreclosure,"$87,557 ",1684 Lake Blvd,Schenectady,NY,3 bd,1 ba,"1,480 sqft",Single Family,1930,Other,No Data,No Data,"3,484 sqft",,https://www.zillow.com/homedetails/1684-Lake-Blvd-Schenectady-NY-12304/32472362_zpid/
12304,"$17,000 ",Lot/land, ,3 Tower Ave,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/3-Tower-Ave-Schenectady-NY-12304/102043135_zpid/
12304,"$220,000 ",For sale,"$205,032 ",11 Elmwood St,Schenectady,NY,3 bd,1 ba,"1,488 sqft",Single Family,1966,Forced air,Central,4 spaces,"7,405 sqft",$148 ,https://www.zillow.com/homedetails/11-Elmwood-St-Schenectady-NY-12304/29683773_zpid/
12304,"$174,717 ",Auction,Auction,3328 Mcdonald Ave,Schenectady,NY,8 bd,2 ba,"2,528 sqft",Single Family,1939,Other,No Data,No Data,"6,098 sqft",,https://www.zillow.com/homedetails/3328-Mcdonald-Ave-Schenectady-NY-12304/32477239_zpid/
12304,"$295,000 ",For sale,"$282,065 ",Price cut: ,Schenectady,NY,2 bd,2 ba,"1,786 sqft",Single Family,2013,Forced air,Central,2 spaces,$237/month,"2,613 sqft",https://www.zillow.com/homedetails/406-Lois-Ln-Schenectady-NY-12304/123950693_zpid/
12304,"$329,900 ",For sale,"$324,808 ",Price cut: ,Schenectady,NY,3 bd,3 ba,"1,820 sqft",Single Family,2000,Forced air,Central,2 spaces,0.45 acres,$181 ,https://www.zillow.com/homedetails/4305-Consaul-Rd-Schenectady-NY-12304/32494212_zpid/
12304,"$132,204 ",Foreclosed,"$132,204 ",428 Clayton Rd,Schenectady,NY,3 bd,1 ba,"1,040 sqft",Multi Family,1950,Forced air,No Data,Off street,No Data,,https://www.zillow.com/homedetails/428-Clayton-Rd-Schenectady-NY-12304/32476817_zpid/
12304,"$149,000 ",For sale,"$148,734 ",3328 Woodlawn Ave,Schenectady,NY,4 bd,1 ba,"1,222 sqft",Single Family,1959,Forced air,None,1 space,"9,583 sqft",$122 ,https://www.zillow.com/homedetails/3328-Woodlawn-Ave-Schenectady-NY-12304/32476980_zpid/
12304,"$20,000 ",For sale by owner, ,121 Cordell Rd #A,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/121-Cordell-Rd-A-Schenectady-NY-12304/2080062272_zpid/
12304,"$309,900 ",For sale,"$300,962 ",202 Shereen Ct,Schenectady,NY,3 bd,2 ba,"2,130 sqft",Single Family,1988,Forced air,Central,2 spaces,0.35 acres,$145 ,https://www.zillow.com/homedetails/202-Shereen-Ct-Schenectady-NY-12304/32503066_zpid/
12304,"$229,700 ",For sale,"$241,877 ",14 Canton St,Schenectady,NY,3 bd,2 ba,"1,722 sqft",Single Family,1960,Forced air,Central,3 spaces,0.34 acres,$133 ,https://www.zillow.com/homedetails/14-Canton-St-Schenectady-NY-12304/29684454_zpid/
12304,"$359,000 ",New construction,View Zestimate,17 Kallen Ave,Schenectady,NY,3 bd,3 ba,"1,950 sqft",Single Family,2020,Gas,Central,2 spaces,0.72 acres,$184 ,https://www.zillow.com/homedetails/17-Kallen-Ave-Schenectady-NY-12304/29683980_zpid/
12304,"$155,000 ",For sale,View Zestimate,159 Clayton Rd,Schenectady,NY,4 bd,2 ba,"1,684 sqft",Single Family,1940,Radiant,None,2 spaces,"6,098 sqft",$92 ,https://www.zillow.com/homedetails/159-Clayton-Rd-Schenectady-NY-12304/32476511_zpid/
12304,"$165,000 ",For sale,"$148,604 ",40 Marriott Ave,Schenectady,NY,3 bd,1 ba,"1,361 sqft",Single Family,1950,Forced air,No Data,1 space,"6,943 sqft",$121 ,https://www.zillow.com/homedetails/40-Marriott-Ave-Schenectady-NY-12304/32475881_zpid/
12304,"$189,900 ",For sale,"$189,281 ",85 Fullerton Ave,Schenectady,NY,3 bd,2 ba,"1,100 sqft",Single Family,1941,Forced air,Central,1 space,"4,356 sqft",$173 ,https://www.zillow.com/homedetails/85-Fullerton-Ave-Schenectady-NY-12304/29684554_zpid/
12304,"$199,900 ",For sale,"$199,248 ",15 Cordell Rd,Schenectady,NY,3 bd,1 ba,"1,456 sqft",Single Family,1940,Forced air,Central,7 spaces,"5,227 sqft",$137 ,https://www.zillow.com/homedetails/15-Cordell-Rd-Schenectady-NY-12304/29684303_zpid/
12304,"$99,777 ",For sale,"$99,016 ",5 Seldon St,Schenectady,NY,2 bd,1 ba,972 sqft,Single Family,1940,Radiant,No Data,1 space,"6,351 sqft",$103 ,https://www.zillow.com/homedetails/5-Seldon-St-Schenectady-NY-12304/32475342_zpid/
12304,"$99,500 ",For sale,"$95,993 ",3520 Albany St,Schenectady,NY,4 bd,1 ba,"1,915 sqft",,,,,,,,https://www.zillow.com/homedetails/3520-Albany-St-Schenectady-NY-12304/32493958_zpid/
12304,"$173,900 ",For sale,"$169,857 ",243 Linden St,Schenectady,NY,3 bd,2 ba,"1,300 sqft",Single Family,1921,Radiant,None,2 spaces,"4,717 sqft",$134 ,https://www.zillow.com/homedetails/243-Linden-St-Schenectady-NY-12304/32470351_zpid/
12304,"$179,500 ",For sale,"$176,008 ",Price cut: ,Schenectady,NY,3 bd,1 ba,"1,107 sqft",Single Family,1950,Baseboard,No Data,1 space,0.25 acres,$162 ,https://www.zillow.com/homedetails/3632-Becker-St-Schenectady-NY-12304/32494013_zpid/
12304,"$129,900 ",For sale,"$125,228 ",19 Cromer Ave,Schenectady,NY,2 bd,2 ba,747 sqft,Single Family,1950,Forced air,None,No Data,"6,420 sqft",$174 ,https://www.zillow.com/homedetails/19-Cromer-Ave-Schenectady-NY-12304/32475571_zpid/
12304,"$169,900 ",For sale,"$164,941 ",109-111 Elm St,Schenectady,NY,#NAME?,#NAME?,"2,300 sqft",Multi Family,1931,Gas,No Data,1 space,$74 ,,https://www.zillow.com/homedetails/109-111-Elm-St-Schenectady-NY-12304/2079295577_zpid/
12304,"$284,500 ",For sale,"$281,378 ",Price cut: ,Schenectady,NY,3 bd,2 ba,"1,591 sqft",Single Family,1981,Baseboard,Wall,2 spaces,0.37 acres,$179 ,https://www.zillow.com/homedetails/9-Fairway-Ln-Schenectady-NY-12304/29684694_zpid/
12304,"$82,000 ",For sale,"$73,608 ",1576 Bradley St,Schenectady,NY,4 bd,2 ba,"4,792 sqft",Single Family,1911,Radiant,None,1 space,"4,791 sqft",$17 ,https://www.zillow.com/homedetails/1576-Bradley-St-Schenectady-NY-12304/32469238_zpid/
12304,"$249,000 ",For sale,View Zestimate,2126 Watt St,Schenectady,NY,4 bd,3 ba,"1,400 sqft",Single Family,1910,Radiant,No Data,4 spaces,0.49 acres,$178 ,https://www.zillow.com/homedetails/2126-Watt-St-Schenectady-NY-12304/32475204_zpid/
12304,"$302,999 ",For sale,"$290,954 ",103 Lois Ln,Schenectady,NY,2 bd,2 ba,"1,786 sqft",Condo,2014,Other,Central,1 space,$230/month,$170 ,https://www.zillow.com/homedetails/103-Lois-Ln-Schenectady-NY-12304/124242925_zpid/
12305,"$74,900 ",For sale, ,150 1/2 Front St APT 4,Schenectady,NY,1 bd,1 ba,646 sqft,Condo,1900,Baseboard,No Data,No Data,$168/month,$116 ,https://www.zillow.com/homedetails/150-1-2-Front-St-APT-4-Schenectady-NY-12305/2081388289_zpid/
12305,"$94,999 ",For sale by owner, ,115 N Ferry St,Schenectady,NY,7 bd,2 ba,"2,334 sqft",Multi Family,1845,"Other, Radiant",No Data,No Data,$41 ,,https://www.zillow.com/homedetails/115-N-Ferry-St-Schenectady-NY-12305/32462646_zpid/
12305,"$260,900 ",For sale, ,1151 Barrett St,Schenectady,NY,2 bd,3 ba,"1,785 sqft",Single Family,2019,Other,Central,1 space,$122/month,"1,799 sqft",https://www.zillow.com/homedetails/1151-Barrett-St-Schenectady-NY-12305/102041443_zpid/
12305,"$269,900 ",For sale, ,1147 Barrett St,Schenectady,NY,2 bd,3 ba,"1,841 sqft",,,,,,,,https://www.zillow.com/homedetails/1147-Barrett-St-Schenectady-NY-12305/2084287787_zpid/
12305,"$269,900 ",For sale, ,1155 Barrett St,Schenectady,NY,2 bd,3 ba,"1,841 sqft",Single Family,2019,Other,Central,1 space,$122/month,"1,794 sqft",https://www.zillow.com/homedetails/1155-Barrett-St-Schenectady-NY-12305/2084287569_zpid/
12305,"$269,900 ",For sale, ,1159 Barrett St,Schenectady,NY,2 bd,3 ba,"1,800 sqft",Single Family,2019,Other,Central,1 space,$122/month,"1,799 sqft",https://www.zillow.com/homedetails/1159-Barrett-St-Schenectady-NY-12305/2084287505_zpid/
12305,"$273,400 ",For sale, ,1163 Barrett St,Schenectady,NY,2 bd,3 ba,"1,785 sqft",Single Family,2019,Other,Central,1 space,$122/month,"1,794 sqft",https://www.zillow.com/homedetails/1163-Barrett-St-Schenectady-NY-12305/2084287504_zpid/
12305,"$710,000 ",For sale,"$696,446 ",613 Union St,Schenectady,NY,4 bd,7 ba,"7,920 sqft",Multi Family,1906,Radiant,None,Detached Garage,$90 ,,https://www.zillow.com/homedetails/613-Union-St-Schenectady-NY-12305/201916334_zpid/
12305,"$189,900 ",For sale,"$183,146 ",43 Washington Ave,Schenectady,NY,6 bd,2 ba,"2,326 sqft",Multi Family,1930,Forced air,Wall,2 spaces,$82 ,,https://www.zillow.com/homedetails/43-Washington-Ave-Schenectady-NY-12305/32481792_zpid/
12305,"$249,900 ",For sale,"$240,812 ",145 Front St,Schenectady,NY,#NAME?,#NAME?,"2,844 sqft",Multi Family,1912,Radiant,No Data,On street,$88 ,,https://www.zillow.com/homedetails/145-Front-St-Schenectady-NY-12305/2116892563_zpid/
12305,"$159,900 ",For sale,"$153,406 ",1051 Barrett St,Schenectady,NY,4 bd,2 ba,"1,568 sqft",Multi Family,1901,Forced air,None,On street,$102 ,,https://www.zillow.com/homedetails/1051-Barrett-St-Schenectady-NY-12305/32463132_zpid/
12305,"$1,995,000 ",For sale, ,108 Union St,Schenectady,NY,6 bd,6 ba,"12,147 sqft",Multi Family,1831,Gas,Central,No Data,$164 ,,https://www.zillow.com/homedetails/108-Union-St-Schenectady-NY-12305/2128341616_zpid/
12305,"$198,000 ",For sale,"$190,193 ",17 N Ferry St,Schenectady,NY,3 bd,2 ba,"1,654 sqft",Single Family,1760,Forced air,No Data,No Data,"3,036 sqft",$120 ,https://www.zillow.com/homedetails/17-N-Ferry-St-Schenectady-NY-12305/32463039_zpid/
12306,"$249,000 ",For sale,"$242,784 ",Price cut: ,Schenectady,NY,3 bd,2 ba,"1,842 sqft",Single Family,1958,Baseboard,None,1 space,0.52 acres,$135 ,https://www.zillow.com/homedetails/2769-Maida-Ln-Schenectady-NY-12306/32497755_zpid/
12306,"$33,800 ",Lot/land, ,0 Currybush Rd,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/0-Currybush-Rd-Schenectady-NY-12306/2079283290_zpid/
12306,,Foreclosed,Foreclosed,2837 Woodbridge Ave,Schenectady,NY,3 bd,1 ba,"1,480 sqft",Single Family,1950,Forced air,Central,1 space,None,"7,840 sqft",https://www.zillow.com/homedetails/2837-Woodbridge-Ave-Schenectady-NY-12306/32498124_zpid/
12306,"$75,000 ",For sale, ,1043 Helderberg Ave,Schenectady,NY,4 bd,4 ba,"1,964 sqft",Multi Family,1968,Other,None,15 spaces,$38 ,,https://www.zillow.com/homedetails/1043-Helderberg-Ave-Schenectady-NY-12306/2110925815_zpid/
12306,"$18,000 ",Lot/land, ,2346 Fairlee St,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/2346-Fairlee-St-Schenectady-NY-12306/32465966_zpid/
12306,"$259,900 ",For sale,"$255,659 ",10 S Westcott Rd,Schenectady,NY,4 bd,2 ba,"2,050 sqft",Single Family,1987,Forced air,Central,1 space,None,0.79 acres,https://www.zillow.com/homedetails/10-S-Westcott-Rd-Schenectady-NY-12306/32501499_zpid/
12306,"$35,000 ",For sale,View Zestimate,429 2nd St,Schenectady,NY,6 bd,2 ba,"2,472 sqft",Multi Family,1920,Other,No Data,Detached Garage,$14 ,,https://www.zillow.com/homedetails/429-2nd-St-Schenectady-NY-12306/32469367_zpid/
12306,"$298,700 ",For sale, ,1444 S Kelley Rd,Schenectady,NY,7 bd,3 ba,"3,000 sqft",Multi Family,1959,"Baseboard, Other",Wall,2 spaces,$100 ,,https://www.zillow.com/homedetails/1444-S-Kelley-Rd-Schenectady-NY-12306/32495925_zpid/
12306,"$352,900 ",New construction,"$340,190 ",101 Diamond Pl,Schenectady,NY,3 bd,3 ba,"2,063 sqft",Single Family,No Data,Gas,Central,2 spaces,$13/month,0.25 acres,https://www.zillow.com/homedetails/101-Diamond-Pl-Schenectady-NY-12306/201967584_zpid/
12306,"$210,000 ",For sale,"$208,816 ",2576 Edgewood Ave,Schenectady,NY,2 bd,2 ba,"1,494 sqft",Condo,2007,Forced air,Central,1 space,$185/month,$141 ,https://www.zillow.com/homedetails/2576-Edgewood-Ave-Schenectady-NY-12306/89488984_zpid/
12306,"$133,470 ",Foreclosed,"$133,470 ",2302 Campbell Ave,Schenectady,NY,5 bd,2 ba,"2,380 sqft",Multi Family,1921,Forced air,No Data,Detached Garage,No Data,,https://www.zillow.com/homedetails/2302-Campbell-Ave-Schenectady-NY-12306/32465956_zpid/
12306,"$40,000 ",Lot/land, ,390 Gordon Rd,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/390-Gordon-Rd-Schenectady-NY-12306/121884111_zpid/
12306,"$155,258 ",Auction,Auction,465 Bruno St,Schenectady,NY,3 bd,2 ba,"1,700 sqft",Single Family,1913,Other,No Data,Off street,"10,018 sqft",,https://www.zillow.com/homedetails/465-Bruno-St-Schenectady-NY-12306/32498083_zpid/
12306,"$338,900 ",New construction, ,311 Steeple Way,Schenectady,NY,3 bd,2 ba,"1,571 sqft",Single Family,No Data,Gas,Central,2 spaces,$13/month,0.25 acres,https://www.zillow.com/homedetails/311-Steeple-Way-Schenectady-NY-12306/102017153_zpid/
12306,"$125,000 ",Lot/land, ,0 Mariaville Rd,Rotterdam,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/0-Mariaville-Rd-Rotterdam-NY-12306/2098045487_zpid/
12306,"$80,000 ",For sale, ,340 Duanesburg Rd,Schenectady,NY,4 bd,2 ba,"1,440 sqft",Single Family,1948,Other,None,1 space,"6,098 sqft",$56 ,https://www.zillow.com/homedetails/340-Duanesburg-Rd-Schenectady-NY-12306/32499034_zpid/
12306,"$515,000 ",For sale, ,Price cut: ,Schenectady,NY,4 bd,3 ba,"3,020 sqft",Single Family,1974,"Heat pump, Stove",Central,5 spaces,64.95 acres,$171 ,https://www.zillow.com/homedetails/2809-Lower-Gregg-Rd-Schenectady-NY-12306/32496771_zpid/
12306,,Foreclosed,Foreclosed,1495 Broadway,Schenectady,NY,6 bd,2 ba,"2,204 sqft",Multi Family,1900,Other,No Data,No Data,No Data,,https://www.zillow.com/homedetails/1495-Broadway-Schenectady-NY-12306/32468554_zpid/
12306,"$14,000 ",Lot/land, ,Price cut: ,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/1467-Fern-Ave-Schenectady-NY-12306/102032274_zpid/
12306,"$279,900 ",New construction,"$270,480 ",406 Steeple Way,Schenectady,NY,3 bd,2 ba,"1,272 sqft",Single Family,No Data,Gas,Central,2 spaces,$13/month,0.25 acres,https://www.zillow.com/homedetails/406-Steeple-Way-Schenectady-NY-12306/102013616_zpid/
12306,"$373,900 ",New construction, ,411 Steeple Way,Schenectady,NY,3 bd,2 ba,"1,728 sqft",Single Family,No Data,Gas,Central,2 spaces,$13/month,0.25 acres,https://www.zillow.com/homedetails/411-Steeple-Way-Schenectady-NY-12306/102015805_zpid/
12306,"$349,900 ",New construction,"$337,550 ",114 Diamond Pl,Schenectady,NY,3 bd,3 ba,"1,693 sqft",Single Family,No Data,Gas,Central,2 spaces,$13/month,0.25 acres,https://www.zillow.com/homedetails/114-Diamond-Pl-Schenectady-NY-12306/201967566_zpid/
12306,"$285,000 ",Lot/land, ,743 Giffords Church Rd,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/743-Giffords-Church-Rd-Schenectady-NY-12306/32506155_zpid/
12306,"$19,900 ",Lot/land, ,Tbd Crawford Rd,Rotterdam,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/Tbd-Crawford-Rd-Rotterdam-NY-12306/2082955626_zpid/
12306,"$239,900 ",For sale,"$235,704 ",1036 John Alden Ln,Schenectady,NY,4 bd,2 ba,"1,715 sqft",Single Family,1960,Forced air,Central,2 spaces,0.26 acres,$140 ,https://www.zillow.com/homedetails/1036-John-Alden-Ln-Schenectady-NY-12306/32501832_zpid/
12306,"$162,900 ",New construction,"$159,852 ",2828 Olean St,Schenectady,NY,2 bd,2 ba,"1,062 sqft",Single Family,2018,Gas,None,1 space,"9,147 sqft",$153 ,https://www.zillow.com/homedetails/2828-Olean-St-Schenectady-NY-12306/102039555_zpid/
12306,"$349,900 ",New construction,"$339,394 ",103 Diamond Pl,Schenectady,NY,3 bd,3 ba,"1,693 sqft",Single Family,No Data,Gas,Central,2 spaces,$13/month,0.25 acres,https://www.zillow.com/homedetails/103-Diamond-Pl-Schenectady-NY-12306/201967583_zpid/
12306,"$178,200 ",For sale, ,842 Adams St,Schenectady,NY,5 bd,1 ba,"1,559 sqft",Single Family,1940,Radiant,No Data,No Data,"9,151 sqft",$114 ,https://www.zillow.com/homedetails/842-Adams-St-Schenectady-NY-12306/32499164_zpid/
12306,"$180,891 ",Pre-foreclosure,"$180,891 ",3092 Guilderland Ave,Schenectady,NY,3 bd,1.5 ba,"2,130 sqft",Single Family,1940,Forced air,No Data,Attached Garage,"4,356 sqft",,https://www.zillow.com/homedetails/3092-Guilderland-Ave-Schenectady-NY-12306/32501168_zpid/
12306,"$324,900 ",New construction, ,206 Steeple Way,Schenectady,NY,3 bd,2 ba,"1,362 sqft",Single Family,No Data,Gas,Central,2 spaces,$13/month,0.25 acres,https://www.zillow.com/homedetails/206-Steeple-Way-Schenectady-NY-12306/102066186_zpid/
12306,"$319,900 ",New construction,"$312,370 ",350 W Lucille Ln,Rotterdam,NY,3 bd,3 ba,"2,000 sqft",Single Family,No Data,Other,Central,2 spaces,No Data,$160 ,https://www.zillow.com/homedetails/350-W-Lucille-Ln-Rotterdam-NY-12306/2082500794_zpid/
12306,"$397,900 ",For sale,"$383,475 ",694 Pangburn Rd,Schenectady,NY,7 bd,3 ba,"3,096 sqft",Single Family,1950,"Baseboard, Radiant",None,3 spaces,11.4 acres,$129 ,https://www.zillow.com/homedetails/694-Pangburn-Rd-Schenectady-NY-12306/32497389_zpid/
12306,"$265,000 ",For sale,"$254,551 ",111 Paddock Cir,Schenectady,NY,3 bd,2 ba,"1,736 sqft",,,,,,,,https://www.zillow.com/homedetails/111-Paddock-Cir-Schenectady-NY-12306/123948458_zpid/
12306,"$559,900 ",New construction,"$543,853 ",30 Jaclyn Dr,Guilderland,NY,4 bd,4 ba,"2,723 sqft",Single Family,2020,Gas,Central,2 spaces,0.35 acres,$206 ,https://www.zillow.com/homedetails/30-Jaclyn-Dr-Guilderland-NY-12306/2082397770_zpid/
12306,"$214,771 ",Pre-foreclosure,"$214,771 ",1315 Princetown Rd,Schenectady,NY,3 bd,2 ba,"1,248 sqft",Single Family,1967,Other,Central,5 spaces,0.25 acres,,https://www.zillow.com/homedetails/1315-Princetown-Rd-Schenectady-NY-12306/32497569_zpid/
12306,"$422,900 ",New construction,"$411,732 ",38 Jaclyn Dr,Guilderland,NY,4 bd,3 ba,"2,210 sqft",Single Family,2020,Gas,Central,2 spaces,0.35 acres,$191 ,https://www.zillow.com/homedetails/38-Jaclyn-Dr-Guilderland-NY-12306/2082396410_zpid/
12306,"$439,900 ",New construction,"$428,589 ",34 Jaclyn Dr,Guilderland,NY,3 bd,2 ba,"1,808 sqft",Single Family,2020,Gas,Central,2 spaces,0.35 acres,$243 ,https://www.zillow.com/homedetails/34-Jaclyn-Dr-Guilderland-NY-12306/2082397197_zpid/
12306,"$459,900 ",New construction,"$447,755 ",32 Jaclyn Dr,Guilderland,NY,3 bd,3 ba,"2,256 sqft",Single Family,2020,Gas,Central,2 spaces,0.35 acres,$204 ,https://www.zillow.com/homedetails/32-Jaclyn-Dr-Guilderland-NY-12306/2082397470_zpid/
