Zip Code,Price,Status,Zestimate,Address,City,State,Bedrooms,Bathrooms,Size,Type,Year Built,Heating,Cooling,Parking,Lot Size,Price/sqft,URL
12302,"$461,900 ",New construction,"$453,101 ",0 Pine Hollow Dr,Schenectady,NY,3 bd,3 ba,"2,280 sqft",Single Family,No Data,Gas,Central,2 spaces,2 acres,$203 ,https://www.zillow.com/homedetails/0-Pine-Hollow-Dr-Schenectady-NY-12302/2079943952_zpid/
12302,"$463,900 ",New construction,"$454,601 ",4 Pine Hollow Dr,Schenectady,NY,3 bd,3 ba,"2,057 sqft",Single Family,No Data,Gas,Central,2 spaces,None,2 acres,https://www.zillow.com/homedetails/4-Pine-Hollow-Dr-Schenectady-NY-12302/2079943868_zpid/
12302,"$478,900 ",New construction,"$468,764 ",1 Pine Hollow Dr,Schenectady,NY,3 bd,3 ba,"2,484 sqft",Single Family,No Data,Gas,Central,2 spaces,2 acres,$193 ,https://www.zillow.com/homedetails/1-Pine-Hollow-Dr-Schenectady-NY-12302/2079943951_zpid/
12302,"$461,900 ",New construction,"$454,281 ",3 Pine Hollow Dr,Schenectady,NY,3 bd,2 ba,"1,795 sqft",Single Family,No Data,Gas,Central,2 spaces,2 acres,$257 ,https://www.zillow.com/homedetails/3-Pine-Hollow-Dr-Schenectady-NY-12302/145680353_zpid/
12302,"$552,900 ",New construction, ,2 Pine Hollow Dr,Schenectady,NY,4 bd,3 ba,"3,412 sqft",Single Family,2016,Other,Central,2 spaces,None,2 acres,https://www.zillow.com/homedetails/2-Pine-Hollow-Dr-Schenectady-NY-12302/145680354_zpid/
12302,"$98,900 ",Lot/land, ,0 Swaggertown Rd #B,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/0-Swaggertown-Rd-B-Schenectady-NY-12302/2079831259_zpid/
12302,"$319,900 ",For sale,"$315,383 ",Price cut: ,Glenville,NY,4 bd,3 ba,"2,370 sqft",Single Family,1991,Forced air,Central,2 spaces,0.46 acres,$135 ,https://www.zillow.com/homedetails/218-Spring-Rd-Glenville-NY-12302/32483173_zpid/
12302,"$112,900 ",Lot/land, ,0 Swaggertown Rd #A,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/0-Swaggertown-Rd-A-Schenectady-NY-12302/2079831143_zpid/
12302,"$199,900 ",For sale,"$197,998 ",Price cut: ,Glenville,NY,4 bd,2 ba,"1,976 sqft",Single Family,1968,Forced air,Central,2 spaces,0.46 acres,$101 ,https://www.zillow.com/homedetails/217-Droms-Rd-Glenville-NY-12302/32483334_zpid/
12302,"$199,900 ",For sale,"$198,659 ",111 Snake Hill Rd,Glenville,NY,4 bd,3 ba,"2,136 sqft",Single Family,1955,Forced air,None,2 spaces,1.9 acres,$94 ,https://www.zillow.com/homedetails/111-Snake-Hill-Rd-Glenville-NY-12302/32483125_zpid/
12303,"$309,900 ",For sale,"$307,417 ",321 Parkview Dr,Schenectady,NY,4 bd,3 ba,"3,084 sqft",Single Family,1975,Baseboard,Central,2 spaces,0.7 acres,$100 ,https://www.zillow.com/homedetails/321-Parkview-Dr-Schenectady-NY-12303/29705524_zpid/
12303,"$179,900 ",For sale,"$175,205 ",813 Michigan Ave,Schenectady,NY,,,"2,524 sqft",Multi Family,1940,Radiant,No Data,3 spaces,,$71 ,https://www.zillow.com/homedetails/813-Michigan-Ave-Schenectady-NY-12303/32472008_zpid/
12303,"$374,900 ",For sale,"$371,184 ",Price cut: ,Schenectady,NY,4 bd,4 ba,"1,865 sqft",Single Family,2014,Forced air,Central,2 spaces,0.47 acres,$201 ,https://www.zillow.com/homedetails/3-Michael-Dr-Schenectady-NY-12303/123847327_zpid/
12303,"$144,900 ",Foreclosure,"$179,824 ",Price cut: ,Schenectady,NY,4 bd,2 ba,"1,249 sqft",Single Family,1951,Baseboard,No Data,1 space,0.34 acres,$116 ,https://www.zillow.com/homedetails/1196-Highbridge-Rd-Schenectady-NY-12303/32505345_zpid/
12303,"$132,500 ",For sale,"$129,262 ",Price cut: ,Schenectady,NY,2 bd,2 ba,"1,025 sqft",Condo,1990,Other,Central,2 spaces,$210/month,$129 ,https://www.zillow.com/homedetails/1976-Curry-Rd-G153-Schenectady-NY-12303/32503245_zpid/
12303,"$149,900 ",For sale,"$145,470 ",1272 10th Ave,Schenectady,NY,3 bd,2 ba,756 sqft,,,,,,,,https://www.zillow.com/homedetails/1272-10th-Ave-Schenectady-NY-12303/32472811_zpid/
12303,"$172,000 ",For sale,"$166,850 ",Price cut: ,Schenectady,NY,3 bd,1 ba,"1,404 sqft",Single Family,1943,"Baseboard, Other",None,1 space,"10,079 sqft",$123 ,https://www.zillow.com/homedetails/2090-Careleon-Rd-Schenectady-NY-12303/32502880_zpid/
12303,"$203,900 ",For sale,"$203,900 ",Price cut: ,Schenectady,NY,3 bd,2 ba,893 sqft,Single Family,1959,Forced air,Other,3 spaces,1.38 acres,$228 ,https://www.zillow.com/homedetails/3457-Carman-Rd-Schenectady-NY-12303/29703904_zpid/
12303,"$3,900 ",Lot/land, ,1222-1224 3rd Ave,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/1222-1224-3rd-Ave-Schenectady-NY-12303/2090436517_zpid/
12303,"$420,000 ",Lot/land, ,7152 Fuller Station Rd,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/7152-Fuller-Station-Rd-Schenectady-NY-12303/29703896_zpid/
12303,"$449,900 ",For sale,"$440,744 ",Price cut: ,Schenectady,NY,4 bd,3 ba,"3,056 sqft",,,,,,,,https://www.zillow.com/homedetails/6002-Queen-Mary-Ct-Schenectady-NY-12303/66461643_zpid/
12303,"$192,564 ",Pre-foreclosure,"$192,564 ",2726 Curry Rd,Schenectady,NY,3 bd,1 ba,"1,248 sqft",Single Family,1953,Other,No Data,Detached Garage,0.81 acres,,https://www.zillow.com/homedetails/2726-Curry-Rd-Schenectady-NY-12303/29683627_zpid/
12303,"$133,900 ",For sale,"$131,313 ",1976 Curry Rd #H158,Schenectady,NY,2 bd,1 ba,"1,025 sqft",Townhouse,1991,Other,Central,No Data,$195/month,"3,920 sqft",https://www.zillow.com/homedetails/1976-Curry-Rd-H158-Schenectady-NY-12303/32503250_zpid/
12303,"$85,000 ",For sale,"$82,166 ",831 Bridge St,Schenectady,NY,#NAME?,2 ba,"1,584 sqft",Multi Family,1920,Forced air,No Data,No Data,$54 ,,https://www.zillow.com/homedetails/831-Bridge-St-Schenectady-NY-12303/32468668_zpid/
12303,"$119,900 ",For sale,"$119,312 ",Price cut: ,Schenectady,NY,3 bd,2 ba,"1,300 sqft",Single Family,1957,Other,Wall,No Data,"8,001 sqft",$92 ,https://www.zillow.com/homedetails/1330-10th-Ave-Schenectady-NY-12303/32472806_zpid/
12303,"$20,000 ",For sale, ,1327 2nd Ave,Schenectady,NY,#NAME?,#NAME?,"1,000 sqft",Multi Family,1903,Forced air,None,1 space,$20 ,,https://www.zillow.com/homedetails/1327-2nd-Ave-Schenectady-NY-12303/201969513_zpid/
12303,"$374,000 ",For sale,"$362,456 ",925 Congress St #933,Schenectady,NY,#NAME?,6 ba,#NAME?,Multi Family,1920,No Data,No Data,No Data,No Data,,https://www.zillow.com/homedetails/925-Congress-St-933-Schenectady-NY-12303/2081396923_zpid/
12303,"$199,950 ",For sale,"$190,747 ",921 Davis Ter,Schenectady,NY,12 bd,7 ba,"3,912 sqft",Multi Family,1919,Gas,No Data,No Data,$51 ,,https://www.zillow.com/homedetails/921-Davis-Ter-Schenectady-NY-12303/2081339208_zpid/
12303,"$15,000 ",For sale, ,802 Davis Ter,Schenectady,NY,3 bd,2 ba,"1,122 sqft",Single Family,1900,Forced air,None,No Data,"2,970 sqft",$13 ,https://www.zillow.com/homedetails/802-Davis-Ter-Schenectady-NY-12303/32470443_zpid/
12303,"$219,337 ",Pre-foreclosure,"$219,337 ",3173 Spawn Rd,Schenectady,NY,3 bd,1.5 ba,"1,795 sqft",Single Family,1954,Other,No Data,Detached Garage,0.72 acres,,https://www.zillow.com/homedetails/3173-Spawn-Rd-Schenectady-NY-12303/29705405_zpid/
12303,"$10,000 ",Lot/land, ,913 Davis Ter,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/913-Davis-Ter-Schenectady-NY-12303/32470488_zpid/
12303,"$89,000 ",For sale by owner, ,2802 Coles Ln,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/2802-Coles-Ln-Schenectady-NY-12303/2085250986_zpid/
12303,"$564,900 ",For sale, ,500 Platinum Ln,Schenectady,NY,5 bd,3 ba,"3,312 sqft",Single Family,2015,Radiant,Central,3 spaces,4.7 acres,$171 ,https://www.zillow.com/homedetails/500-Platinum-Ln-Schenectady-NY-12303/98589814_zpid/
12303,"$89,000 ",For sale by owner, ,2800 Coles Ln,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/2800-Coles-Ln-Schenectady-NY-12303/2085161386_zpid/
12303,"$89,000 ",For sale, ,1009 Congress St,Schenectady,NY,4 bd,#NAME?,"1,672 sqft",Multi Family,1900,"Forced air, Other",None,3 spaces,$53 ,,https://www.zillow.com/homedetails/1009-Congress-St-Schenectady-NY-12303/32470627_zpid/
12303,"$77,516 ",Foreclosed,"$77,516 ",1302 2nd Ave,Schenectady,NY,4 bd,2 ba,"1,980 sqft",Single Family,1900,Forced air,No Data,Detached Garage,"4,791 sqft",No Data,https://www.zillow.com/homedetails/1302-2nd-Ave-Schenectady-NY-12303/32469443_zpid/
12303,"$63,703 ",Auction,Auction,1025 Davis Ter,Schenectady,NY,3 bd,1 ba,840 sqft,Single Family,1910,Forced air,No Data,No Data,"4,792 sqft",,https://www.zillow.com/homedetails/1025-Davis-Ter-Schenectady-NY-12303/32470596_zpid/
12303,,Pre-foreclosure, / auction,1073 Crane St,Schenectady,NY,6 bd,2 ba,"2,660 sqft",Single Family,1900,Other,No Data,Detached Garage,"8,712 sqft",,https://www.zillow.com/homedetails/1073-Crane-St-Schenectady-NY-12303/32470723_zpid/
12303,"$39,900 ",Lot/land, ,Westside Ave,Rotterdam,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/Westside-Ave-Rotterdam-NY-12303/2091629899_zpid/
12303,"$250,102 ",Pre-foreclosure,"$250,102 ",5306 Hickory Dr,Schenectady,NY,3 bd,3 ba,"1,564 sqft",Single Family,1983,Forced air,Central,5 spaces,0.66 acres,,https://www.zillow.com/homedetails/5306-Hickory-Dr-Schenectady-NY-12303/29704142_zpid/
12303,"$269,000 ",For sale by owner,"$279,219 ",133 Mohawk Dr,Schenectady,NY,3 bd,3 ba,"1,894 sqft",Single Family,1959,Baseboard,No Data,1 space,0.62 acres,$142 ,https://www.zillow.com/homedetails/133-Mohawk-Dr-Schenectady-NY-12303/29706817_zpid/
12303,"$441,172 ",Pre-foreclosure,"$441,172 ",135 Timothy Ln,Schenectady,NY,4 bd,2.5 ba,"2,956 sqft",Single Family,2006,Forced air,Central,Attached Garage,0.37 acres,,https://www.zillow.com/homedetails/135-Timothy-Ln-Schenectady-NY-12303/80190589_zpid/
12303,"$149,749 ",Foreclosed,"$149,749 ",1601 Bernice St,Schenectady,NY,3 bd,#NAME?,"1,170 sqft",Single Family,1940,Forced air,No Data,"Off street, Attached Garage","9,147 sqft",No Data,https://www.zillow.com/homedetails/1601-Bernice-St-Schenectady-NY-12303/32502652_zpid/
12303,"$129,900 ",For sale,"$123,595 ",1066 Howard St,Schenectady,NY,6 bd,2 ba,"2,216 sqft",Multi Family,1930,Other,No Data,1 space,$59 ,,https://www.zillow.com/homedetails/1066-Howard-St-Schenectady-NY-12303/32470763_zpid/
12303,"$115,500 ",For sale, ,1828 Van Cortland St,Schenectady,NY,3 bd,2 ba,"1,455 sqft",Single Family,1948,Other,Central,1 space,"7,405 sqft",$79 ,https://www.zillow.com/homedetails/1828-Van-Cortland-St-Schenectady-NY-12303/201968611_zpid/
12303,"$398,900 ",For sale,"$391,152 ",6762 Fuller Station Rd LOT 4,Schenectady,NY,3 bd,2 ba,"1,851 sqft",Single Family,2020,Gas,Central,2 spaces,0.84 acres,$216 ,https://www.zillow.com/homedetails/6762-Fuller-Station-Rd-LOT-4-Schenectady-NY-12303/2082462934_zpid/
12303,"$409,000 ",New construction,"$400,480 ",6760 Fuller Station Rd LOT 5,Schenectady,NY,3 bd,3 ba,"1,918 sqft",Single Family,2020,Gas,Central,2 spaces,0.82 acres,$213 ,https://www.zillow.com/homedetails/6760-Fuller-Station-Rd-LOT-5-Schenectady-NY-12303/2082462935_zpid/
12303,"$98,000 ",For sale,"$93,164 ",1122 Webster St,Schenectady,NY,6 bd,2 ba,"2,460 sqft",Multi Family,1900,Radiant,No Data,No Data,$40 ,,https://www.zillow.com/homedetails/1122-Webster-St-Schenectady-NY-12303/32471535_zpid/
12303,"$119,000 ",For sale,"$112,221 ",836 Maplewood Ave,Schenectady,NY,4 bd,3 ba,"2,174 sqft",Multi Family,1900,Other,None,2 spaces,$55 ,,https://www.zillow.com/homedetails/836-Maplewood-Ave-Schenectady-NY-12303/32470912_zpid/
12303,"$224,900 ",For sale,"$224,101 ",7048 Suzanne Ln,Schenectady,NY,2 bd,2 ba,"1,525 sqft",Townhouse,1992,Forced air,Central,1 space,$30/month,"3,920 sqft",https://www.zillow.com/homedetails/7048-Suzanne-Ln-Schenectady-NY-12303/29707198_zpid/
12303,"$329,800 ",For sale,"$328,119 ",3008 Acorn Ct,Schenectady,NY,5 bd,3 ba,"2,314 sqft",Single Family,1989,Other,Central,2 spaces,0.61 acres,$143 ,https://www.zillow.com/homedetails/3008-Acorn-Ct-Schenectady-NY-12303/29706099_zpid/
12303,"$329,900 ",For sale,"$329,892 ",1906 Evva Dr,Schenectady,NY,5 bd,3 ba,"2,216 sqft",Single Family,1971,Forced air,Central,Attached Garage,0.34 acres,$149 ,https://www.zillow.com/homedetails/1906-Evva-Dr-Schenectady-NY-12303/29705138_zpid/
12303,"$440,000 ",For sale,"$436,613 ",107 Timothy Ln,Schenectady,NY,4 bd,3 ba,"2,880 sqft",Single Family,2003,"Forced air, Other",Central,2 spaces,0.58 acres,$153 ,https://www.zillow.com/homedetails/107-Timothy-Ln-Schenectady-NY-12303/63539366_zpid/
12303,"$34,900 ",For sale, ,1105 Willett St,Schenectady,NY,4 bd,#NAME?,"1,914 sqft",Multi Family,1910,Radiant,No Data,2 spaces,$18 ,,https://www.zillow.com/homedetails/1105-Willett-St-Schenectady-NY-12303/32470887_zpid/
12303,"$89,000 ",Lot/land, ,2801 W Lydius St #3555-E,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/2801-W-Lydius-St-3555-E-Schenectady-NY-12303/2080560037_zpid/
12303,"$64,900 ",For sale, ,1230 2nd Ave,Schenectady,NY,4 bd,2 ba,"1,156 sqft",Single Family,1900,Forced air,No Data,Detached Garage,"3,990 sqft",$56 ,https://www.zillow.com/homedetails/1230-2nd-Ave-Schenectady-NY-12303/32469446_zpid/
12303,"$251,468 ",Pre-foreclosure,"$251,468 ",3094 E Lydius St,Schenectady,NY,4 bd,2 ba,"1,665 sqft",Single Family,1954,Forced air,Central,Detached Garage,0.48 acres,,https://www.zillow.com/homedetails/3094-E-Lydius-St-Schenectady-NY-12303/29703589_zpid/
12303,"$49,900 ",Foreclosure,Foreclosure,548 Crane St,Schenectady,NY,4 bd,2 ba,"1,694 sqft",Multi Family,1900,Radiant,No Data,No Data,$29 ,,https://www.zillow.com/homedetails/548-Crane-St-Schenectady-NY-12303/32468569_zpid/
12303,"$198,194 ",Pre-foreclosure,"$198,194 ",159 Cordell Rd,Schenectady,NY,3 bd,1 ba,"1,134 sqft",Single Family,1969,Forced air,Central,"Carport, Attached Garage",0.5 acres,,https://www.zillow.com/homedetails/159-Cordell-Rd-Schenectady-NY-12303/29683732_zpid/
12303,"$154,900 ",For sale,"$154,918 ",Price cut: ,Schenectady,NY,3 bd,1 ba,"1,064 sqft",Single Family,1959,Stove,Central,1 space,0.29 acres,$146 ,https://www.zillow.com/homedetails/6-Lee-Ave-Schenectady-NY-12303/29703413_zpid/
12303,"$10,000 ",For sale by owner, ,2731 2nd Ave,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/2731-2nd-Ave-Schenectady-NY-12303/2080216847_zpid/
12303,"$10,000 ",For sale by owner, ,2731 2nd Ave #A,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/2731-2nd-Ave-A-Schenectady-NY-12303/2080203148_zpid/
12303,"$232,000 ",For sale, ,Price cut: ,Schenectady,NY,3 bd,2 ba,"1,580 sqft",Single Family,1987,Forced air,Central,5 spaces,0.5 acres,$147 ,https://www.zillow.com/homedetails/201-Gina-Marie-Ct-Schenectady-NY-12303/32504165_zpid/
12303,"$150,000 ",Foreclosure,"$146,134 ",1018 2nd Ave,Schenectady,NY,12 bd,4 ba,"4,528 sqft",Multi Family,1900,Forced air,No Data,No Data,$33 ,,https://www.zillow.com/homedetails/1018-2nd-Ave-Schenectady-NY-12303/299122627_zpid/
12303,"$10,000 ",For sale, ,801 Davis Ter,Schenectady,NY,3 bd,2 ba,"1,736 sqft",Single Family,1920,Forced air,No Data,No Data,"4,948 sqft",$6 ,https://www.zillow.com/homedetails/801-Davis-Ter-Schenectady-NY-12303/32470472_zpid/
12303,"$164,650 ",For sale,"$164,650 ",5925 Curry Road Ext,Schenectady,NY,3 bd,2 ba,"1,304 sqft",,,,,,,,https://www.zillow.com/homedetails/5925-Curry-Road-Ext-Schenectady-NY-12303/29705775_zpid/
12303,"$148,900 ",For sale,"$154,615 ",1129 Fort Hunter Rd,Schenectady,NY,3 bd,1 ba,"1,152 sqft",Single Family,1945,Other,No Data,1 space,"7,405 sqft",$129 ,https://www.zillow.com/homedetails/1129-Fort-Hunter-Rd-Schenectady-NY-12303/32505533_zpid/
12303,"$234,900 ",For sale,View Zestimate,3017 Spawn Rd,Schenectady,NY,3 bd,2 ba,924 sqft,Single Family,1938,Other,No Data,6 spaces,0.28 acres,$254 ,https://www.zillow.com/homedetails/3017-Spawn-Rd-Schenectady-NY-12303/29705189_zpid/
12303,"$220,000 ",For sale,"$216,060 ",7701 Mykolaitis Ln,Schenectady,NY,2 bd,2 ba,"1,748 sqft",Townhouse,1992,Forced air,Central,1 space,$30/month,"6,534 sqft",https://www.zillow.com/homedetails/7701-Mykolaitis-Ln-Schenectady-NY-12303/29707208_zpid/
12303,"$374,900 ",For sale, ,2048 Debutante Mnr,Schenectady,NY,4 bd,3 ba,"2,784 sqft",Single Family,1968,Other,No Data,2 spaces,0.48 acres,$135 ,https://www.zillow.com/homedetails/2048-Debutante-Mnr-Schenectady-NY-12303/124237288_zpid/
12303,"$199,900 ",For sale,"$195,233 ",Price cut: ,Schenectady,NY,4 bd,2 ba,"1,881 sqft",Single Family,1972,Baseboard,No Data,2 spaces,0.42 acres,$106 ,https://www.zillow.com/homedetails/610-Norwood-Ave-Schenectady-NY-12303/32471942_zpid/
12303,"$110,000 ",For sale,"$105,488 ",Price cut: ,Schenectady,NY,#NAME?,#NAME?,"1,720 sqft",Multi Family,1910,Other,No Data,3 spaces,$64 ,,https://www.zillow.com/homedetails/1251-Webster-St-Schenectady-NY-12303/32471659_zpid/
12303,"$364,900 ",For sale,"$364,900 ",Price cut: ,Schenectady,NY,4 bd,3 ba,"2,224 sqft",Single Family,1992,Forced air,Central,2 spaces,0.37 acres,$164 ,https://www.zillow.com/homedetails/416-Danna-Joelle-Dr-Schenectady-NY-12303/29705011_zpid/
12303,"$379,900 ",For sale,"$373,390 ",Michael Dr,Schenectady,NY,4 bd,3 ba,"2,000 sqft",Single Family,2014,Forced air,Central,2 spaces,None,No Data,https://www.zillow.com/homedetails/Michael-Dr-Schenectady-NY-12303/2079349415_zpid/
12303,"$165,000 ",For sale,"$160,434 ",3100 Carman Rd,Schenectady,NY,2 bd,1 ba,816 sqft,Single Family,1947,Forced air,None,1 space,0.46 acres,$202 ,https://www.zillow.com/homedetails/3100-Carman-Rd-Schenectady-NY-12303/32506579_zpid/
12303,"$311,999 ",For sale by owner,"$254,181 ",375 E Campbell Road Ext,Schenectady,NY,4 bd,2 ba,"2,732 sqft",Single Family,1960,Forced air,Central,1 space,0.54 acres,$114 ,https://www.zillow.com/homedetails/375-E-Campbell-Road-Ext-Schenectady-NY-12303/32505669_zpid/
12303,"$899,999 ",For sale,"$883,776 ",6789 Westhite Ct,Schenectady,NY,6 bd,7 ba,#NAME?,Single Family,1989,No Data,Wall,2 spaces,No Data,No Data,https://www.zillow.com/homedetails/6789-Westhite-Ct-Schenectady-NY-12303/2079702990_zpid/
12303,"$179,900 ",For sale, ,1202 5th Ave,Schenectady,NY,8 bd,4 ba,"3,516 sqft",Multi Family,1962,Gas,None,No Data,$51 ,,https://www.zillow.com/homedetails/1202-5th-Ave-Schenectady-NY-12303/2079065963_zpid/
12303,"$159,900 ",For sale,"$189,708 ",119 Fort Hunter Rd,Schenectady,NY,2 bd,1 ba,964 sqft,Townhouse,1988,Forced air,Central,1 space,$33/month,"6,856 sqft",https://www.zillow.com/homedetails/119-Fort-Hunter-Rd-Schenectady-NY-12303/29703172_zpid/
12304,"$374,900 ",New construction, ,21 Morocco Ln,Colonie,NY,2 bd,2 ba,"1,728 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433967_zpid/
12304,"$19,500 ",Lot/land, ,00 Catherine St,Rotterdam,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/00-Catherine-St-Rotterdam-NY-12304/2081933601_zpid/
12304,"$459,900 ",New construction, ,25 Morocco Ln,Colonie,NY,3 bd,2 ba,"2,283 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433960_zpid/
12304,"$469,900 ",New construction, ,16 Pine Bush Rd,Colonie,NY,4 bd,3 ba,"2,617 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433962_zpid/
12304,"$80,000 ",Lot/land, ,201 Greylock Ave,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/201-Greylock-Ave-Schenectady-NY-12304/2079609437_zpid/
12304,"$289,900 ",New construction,"$285,277 ",20 Canton St,Schenectady,NY,3 bd,3 ba,"1,540 sqft",Single Family,2020,Gas,Central,2 spaces,"9,583 sqft",$188 ,https://www.zillow.com/homedetails/20-Canton-St-Schenectady-NY-12304/29684456_zpid/
12304,"$25,000 ",For sale, ,50 Mcclellan St,Schenectady,NY,6 bd,3 ba,"2,460 sqft",Multi Family,1900,Gas,None,2 spaces,$10 ,,https://www.zillow.com/homedetails/50-Mcclellan-St-Schenectady-NY-12304/2079530465_zpid/
12304,"$150,000 ",Foreclosure,Foreclosure,71 Morris Rd,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/71-Morris-Rd-Schenectady-NY-12304/2079583890_zpid/
12304,"$17,500 ",Lot/land, ,0 Lathrope Ave,Schenectady,NY,No Data,No Data,No Data,,,,,,,,https://www.zillow.com/homedetails/0-Lathrope-Ave-Schenectady-NY-12304/2099084563_zpid/
12304,"$369,900 ",New construction, ,1 Lupe Way/8 Preserve Way,Colonie,NY,3 bd,2 ba,"1,644 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433956_zpid/
12304,"$459,900 ",New construction, ,11 Preserve Way,Colonie,NY,3 bd,2 ba,"2,283 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433952_zpid/
12304,"$374,900 ",New construction, ,10 Preserve Way,Colonie,NY,2 bd,2 ba,"1,728 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433955_zpid/
12304,"$379,900 ",New construction, ,12 Lupe Way,Schenectady,NY,3 bd,3 ba,"1,942 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433939_zpid/
12304,"$360,900 ",New construction, ,12 Preserve Way,Colonie,NY,3 bd,3 ba,"1,843 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433953_zpid/
12304,"$419,900 ",New construction, ,10 Lupe Way,Schenectady,NY,3 bd,2 ba,"1,995 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433971_zpid/
12304,"$424,900 ",New construction, ,6 Lupe Way,Schenectady,NY,4 bd,3 ba,"2,288 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082491071_zpid/
12304,"$369,900 ",New construction, ,20 Preserve Way,Colonie,NY,3 bd,2 ba,"1,644 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433926_zpid/
12304,"$424,900 ",New construction, ,14 Pine Bush Rd,Colonie,NY,4 bd,3 ba,"2,288 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433923_zpid/
12304,"$469,900 ",New construction, ,8 Preserve Way,Colonie,NY,4 bd,3 ba,"2,617 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433928_zpid/
12304,"$399,900 ",New construction, ,14 Preserve Way,Colonie,NY,4 bd,3 ba,"2,132 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433946_zpid/
12304,"$399,900 ",New construction, ,4 Pine Bush Rd,Colonie,NY,3 bd,3 ba,"2,059 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433934_zpid/
12304,"$399,900 ",New construction, ,13 Preserve Way,Colonie,NY,3 bd,3 ba,"2,059 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433944_zpid/
12304,"$410,900 ",New construction, ,14 Lupe Way,Schenectady,NY,4 bd,3 ba,"2,195 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433950_zpid/
12304,"$482,900 ",New construction, ,9 Pine Bush Rd,Colonie,NY,4 bd,3 ba,"2,740 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433942_zpid/
12304,"$399,900 ",New construction, ,5 Pine Bush Rd,Colonie,NY,4 bd,3 ba,"2,132 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433949_zpid/
12304,"$389,900 ",New construction, ,13 Lupe Way,Schenectady,NY,3 bd,3 ba,"2,027 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433948_zpid/
12304,"$475,900 ",New construction, ,3 Preserve Way,Colonie,NY,3 bd,3 ba,"2,545 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433943_zpid/
12304,"$427,900 ",New construction, ,15 Preserve Way,Colonie,NY,4 bd,4 ba,"2,364 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433951_zpid/
12304,"$419,900 ",New construction, ,23 Morocco Ln,Colonie,NY,3 bd,2 ba,"1,995 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433957_zpid/
12304,"$429,900 ",New construction, ,7 Pine Bush Rd,Colonie,NY,4 bd,3 ba,"2,443 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433958_zpid/
12304,"$360,900 ",New construction, ,3 Pine Bush Rd,Colonie,NY,3 bd,3 ba,"1,843 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433954_zpid/
12304,"$427,900 ",New construction, ,6 Pine Bush Rd,Colonie,NY,4 bd,4 ba,"2,364 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433964_zpid/
12304,"$379,900 ",New construction, ,4 Preserve Way,Colonie,NY,3 bd,3 ba,"1,942 sqft",,,,,,,,https://www.zillow.com/community/windsor-oaks/2082433930_zpid/
