Zip Code,Price,Status,URL
12307,"$30,000",For sale,https://www.zillow.com/homedetails/345-Duane-Ave-Schenectady-NY-12307/32470081_zpid/
12309,"$459,000",New construction,https://www.zillow.com/homedetails/2376-Rosendale-Rd-Schenectady-NY-12309/32493329_zpid/
12307,"$109,900",For sale,https://www.zillow.com/homedetails/15-Moyston-St-Schenectady-NY-12307/2129717941_zpid/
12309,"$679,000",For sale,https://www.zillow.com/homedetails/1004-Catherine-Woods-Niskayuna-NY-12309/32493169_zpid/
12304,"$35,000",For sale,https://www.zillow.com/homedetails/1850-Albany-St-Schenectady-NY-12304/32475223_zpid/
12306,,Foreclosed,https://www.zillow.com/homedetails/1871-Dodge-St-Schenectady-NY-12306/32502364_zpid/
12303,"$374,000",For sale,https://www.zillow.com/homedetails/925-Congress-St-933-Schenectady-NY-12303/2081396923_zpid/
12308,"$80,000",For sale,https://www.zillow.com/homedetails/1610-Avenue-B-Schenectady-NY-12308/32462502_zpid/
12309,"$185,517",Pre-foreclosure,https://www.zillow.com/homedetails/13-Winslow-Dr-Schenectady-NY-12309/29682227_zpid/
12302,"$18,635",Lot/land,https://www.zillow.com/homedetails/Ballston-Rd-Schenectady-NY-12302/201944723_zpid/
12309,"$299,900",New construction,https://www.zillow.com/homedetails/4-Napa-Ct-Schenectady-NY-12309/119167327_zpid/
12306,"$35,000",For sale,https://www.zillow.com/homedetails/429-2nd-St-Schenectady-NY-12306/32469367_zpid/
12308,"$25,000",Lot/land,https://www.zillow.com/homedetails/1815-Foster-Ave-Schenectady-NY-12308/2081298153_zpid/
12309,"$346,500",New construction,https://www.zillow.com/homedetails/0-Wexford-Dr-Niskayuna-NY-12309/2093353255_zpid/
12309,"$402,800",New construction,https://www.zillow.com/homedetails/Wexford-Dr-Niskayuna-NY-12309/2093353204_zpid/
12309,"$850,000",New construction,https://www.zillow.com/homedetails/953-Avon-Crest-Blvd-Niskayuna-NY-12309/2083580718_zpid/
12302,"$230,900",New construction,https://www.zillow.com/homedetails/304-Grayson-Pl-Schenectady-NY-12302/246201235_zpid/
12308,"$314,900",For sale,https://www.zillow.com/homedetails/1424-Wendell-Ave-Schenectady-NY-12308/32463013_zpid/
12302,"$249,900",New construction,https://www.zillow.com/homedetails/303-Grayson-Pl-Schenectady-NY-12302/246201237_zpid/
12303,"$199,950",For sale,https://www.zillow.com/homedetails/921-Davis-Ter-Schenectady-NY-12303/2081339208_zpid/
12303,"$78,409",Foreclosed,https://www.zillow.com/homedetails/1302-2nd-Ave-Schenectady-NY-12303/32469443_zpid/
12304,"$369,900",New construction,https://www.zillow.com/homedetails/19-Morocco-La-Schenectady-NY-12304/2083535241_zpid/
12303,,Pre-foreclosure,https://www.zillow.com/homedetails/1073-Crane-St-Schenectady-NY-12303/32470723_zpid/
12306,"$239,900",For sale,https://www.zillow.com/homedetails/1036-John-Alden-Ln-Schenectady-NY-12306/32501832_zpid/
12309,"$280,007",Pre-foreclosure,https://www.zillow.com/homedetails/874-Worcester-Dr-Niskayuna-NY-12309/32494655_zpid/
12302,"$125,000",For sale,https://www.zillow.com/homedetails/484-Saratoga-Rd-Schenectady-NY-12302/32483885_zpid/
12309,"$309,900",New construction,https://www.zillow.com/homedetails/6-Napa-Ct-Schenectady-NY-12309/119163460_zpid/
12308,"$169,900",For sale,https://www.zillow.com/homedetails/862-Union-St-Schenectady-NY-12308/2096744552_zpid/
12303,"$269,000",For sale by owner,https://www.zillow.com/homedetails/133-Mohawk-Dr-Schenectady-NY-12303/29706817_zpid/
12303,"$64,238",Auction,https://www.zillow.com/homedetails/1025-Davis-Ter-Schenectady-NY-12303/32470596_zpid/
12306,"$19,900",Lot/land,https://www.zillow.com/homedetails/Tbd-Crawford-Rd-Rotterdam-NY-12306/2082955626_zpid/
12306,"$373,900",New construction,https://www.zillow.com/homedetails/411-Steeple-Way-Schenectady-NY-12306/102015805_zpid/
12306,"$349,900",New construction,https://www.zillow.com/homedetails/114-Diamond-Pl-Schenectady-NY-12306/201967566_zpid/
12306,"$285,000",Lot/land,https://www.zillow.com/homedetails/743-Giffords-Church-Rd-Schenectady-NY-12306/32506155_zpid/
NY,"$40,000",Lot/land,https://www.zillow.com/homedetails/03-County-Highway-112-Caroga-Lake-NY-12302/2083313618_zpid/
